Start-Airport-ID,End-Airport-ID,Distance
2997,2279,6786.190940336886
2997,3017,124.20083844294913
2997,3019,418.8175716717403
2997,3020,954.7004000278431
2997,2082,2770.378693982048
2997,3316,3921.81612715901
2997,3153,1257.706900354746
2997,3023,623.8771595835792
2997,3066,1103.0440191020475
302,2997,6866.058468671784
302,3093,6399.31431994456
302,3494,5907.224749105661
302,193,6044.398923582587
3137,2179,2690.451806716477
3137,2997,944.1705522421906
3043,3039,446.2432222194501
3043,3131,1546.8398946011118
3043,2997,1665.4900710722998
3043,3076,239.16604798226183
3043,3093,1312.6803767554131
3043,6173,498.31197722930733
3043,3038,316.5543967734848
3043,3040,447.88536381702437
3043,3063,328.1893171654427
3043,3055,525.0123447490075
3043,3146,1306.1476031806903
3043,3061,471.97604657308744
3043,3084,646.9221132415623
3043,3066,773.1049745372779
3135,3131,251.6007821878384
3135,2997,1001.7879421578439
3135,3144,403.8169696462432
3024,2997,1525.7845631149794
3136,2179,2795.136724043974
3136,3131,367.26066739303724
3136,2997,1063.8121181754059
3136,2064,3330.8378221274875
3136,3144,517.6618179843844
3136,2194,2434.3349628626625
3136,2191,2774.4263540539846
3076,2997,1887.847596724608
3076,3043,239.16604798226183
3076,3093,1425.409725019809
3092,3093,208.49430957535833
3093,2994,756.5199719142103
3093,3081,413.868826805034
3093,2179,2277.3851885238923
3093,3002,587.4648217663182
3093,3885,2948.465934515265
3093,3131,1710.0490222625483
3093,2997,1138.2300778632523
3093,302,6399.31431994456
3093,3043,1312.6803767554131
3093,3076,1425.409725019809
3093,3092,208.49430957535833
3093,2064,2696.9543761472332
3093,2188,2183.598610516523
3093,6173,1455.5105960843355
3093,6741,657.1636817900652
3093,3077,3746.397839721639
3093,3008,662.8577747048545
3093,3040,1125.1638104393953
3093,3089,236.2527886843493
3093,3100,507.04595670839615
3093,3104,620.7162109122825
3093,3063,1007.6660887844018
3093,3098,231.69865343848716
3093,3097,475.8086310781955
3093,3125,815.1651470484982
3093,3304,3876.9049235107323
3093,507,6731.287539011908
3093,3105,423.4749895638305
3093,3144,1760.8607762660774
3093,3061,856.7126564586819
3093,3017,1156.4652182773777
3093,3020,944.831134301559
3093,3316,4159.415259458577
3093,3112,642.0327561288774
3093,3023,542.5911084777684
3093,3084,667.0006011822823
3057,6173,373.3975268277669
5711,3018,167.31719910190535
2064,2179,537.3391861007134
2064,2997,2498.909705070824
2064,3136,3330.8378221274875
2064,3093,2696.9543761472332
2064,3153,3488.9972151515285
2188,2997,1926.1622120257405
2188,3093,2183.598610516523
2188,3143,2459.756995180367
3494,302,5907.224749105661
6173,3039,272.60990956612335
6173,3043,498.31197722930733
6173,3093,1455.5105960843355
6173,3057,373.3975268277669
6173,3050,276.1240903760281
6173,3055,192.71447158648593
3007,3131,482.9349060188483
3007,2997,424.8020548579013
3007,3144,733.074667256522
6741,3093,657.1636817900652
3077,2997,4271.902212150282
3077,3093,3746.397839721639
3008,3131,1077.9563381958171
3008,2997,505.95321844078535
3008,3093,662.8577747048545
3008,3017,500.18595962052854
3050,6173,276.1240903760281
3038,3043,316.5543967734848
3040,3043,447.88536381702437
3040,3093,1125.1638104393953
3089,2997,1347.1843542076015
3089,3093,236.2527886843493
3143,3131,306.1537631615784
3143,2997,714.7521790279806
3143,2188,2459.756995180367
3100,3093,507.04595670839615
3104,3093,620.7162109122825
3142,3144,417.4861271189685
3063,3043,328.1893171654427
3063,3093,1007.6660887844018
3055,3043,525.0123447490075
3055,6173,192.71447158648593
2996,2997,278.8566096097025
3146,3043,1306.1476031806903
3146,3144,1372.5703576389303
3098,2997,911.3284733460117
3098,3093,231.69865343848716
3097,2997,796.6387436087495
3097,3093,475.8086310781955
2072,2997,3518.8442575200247
813,2997,6963.998618341466
3125,2997,1592.3078768827365
3125,3093,815.1651470484982
3304,3131,2883.6150838961103
3304,2997,3624.3709096937864
3304,3093,3876.9049235107323
3304,3144,2628.689025841345
2176,2179,850.401525965455
2176,2997,2758.334040198557
507,2997,7213.041153604433
507,3093,6731.287539011908
3105,2997,1183.5833176033411
3105,3093,423.4749895638305
3144,2179,2965.9437184264566
3144,3131,267.75063708772876
3144,2997,1033.4048097267857
3144,3135,403.8169696462432
3144,3136,517.6618179843844
3144,3093,1760.8607762660774
3144,3007,733.074667256522
3144,3142,417.4861271189685
3144,3146,1372.5703576389303
3144,3304,2628.689025841345
3144,3316,2925.315484280152
3144,3152,293.95741714238363
2194,2997,1590.2509216422502
2194,3136,2434.3349628626625
2194,3153,2599.6358272306143
3015,2997,682.5927828012447
4059,2997,4532.996720698083
2279,2997,6786.190940336886
3061,3043,471.97604657308744
3061,3093,856.7126564586819
3018,2997,439.33822844181486
3017,3131,722.6867080616062
3017,2997,124.20083844294913
3017,3093,1156.4652182773777
3017,3008,500.18595962052854
3019,2997,418.8175716717403
3020,3002,509.97750014071056
3020,2997,954.7004000278431
3020,3093,944.831134301559
2082,2997,2770.378693982048
2191,3136,2774.4263540539846
3316,2997,3921.81612715901
3316,3093,4159.415259458577
3316,3144,2925.315484280152
3112,3093,642.0327561288774
3153,2179,2955.215819916908
3153,3131,531.34960763269
3153,2997,1257.706900354746
3153,2064,3488.9972151515285
3153,2194,2599.6358272306143
3152,3144,293.95741714238363
3023,2997,623.8771595835792
3023,3093,542.5911084777684
3084,3043,646.9221132415623
3084,3093,667.0006011822823
3066,3131,776.1978384436837
3066,2997,1103.0440191020475
3066,3043,773.1049745372779
193,302,6044.398923582587
3941,1480,358.56561825549244
1460,1486,279.6189965724274
1450,1486,364.2066286672106
1480,3941,358.56561825549244
1456,1486,392.4192517599567
1486,1460,279.6189965724274
1486,1450,364.2066286672106
1486,1456,392.4192517599567
1486,1476,463.18573491985853
1476,1486,463.18573491985853
1459,3941,399.5956791607874
1459,1461,21.384907489468713
1459,1472,138.34981803272672
737,1456,2528.30090798948
737,1486,2156.223758065564
3941,1459,399.5956791607874
3941,2179,3263.0887652482947
3941,1446,367.76440682354985
3941,1218,1904.507718887607
3941,1739,822.936231195399
3941,302,2101.4321469828296
3941,1489,1123.2295239969249
3941,1128,1107.1771556123354
3941,1382,2108.6522877807565
3941,1460,395.58991434386417
3941,1474,268.0148766055581
3941,4029,2206.3037095657796
3941,345,2003.424769350407
3941,1455,302.3298582660325
3941,1555,1086.282164052998
3941,340,1815.6380986749753
3941,1665,1731.2861242598267
3941,3410,941.538786349642
3941,1452,309.06864048046543
3941,2944,1478.6642737009072
3941,1451,333.82313566914394
3941,1701,537.5496746640442
3941,4191,212.9386532788418
3941,1450,197.31040687447444
3941,4192,285.7434681236437
3941,1468,135.50639651139826
3941,4194,157.51788760222112
3941,1475,143.18441256445237
3941,5787,105.38274471760336
3941,1479,218.42160617793647
3941,4190,262.76055482804884
3941,1458,305.7819845069692
3941,1454,202.29042298447754
3941,1462,336.04722861846705
3941,1197,930.2180895692843
3941,2948,2472.0497528112755
3941,507,2426.7664261240566
3941,1464,265.21861674198414
3941,1465,246.96250391451525
3941,1335,1780.4788609057255
3941,1229,2377.132784838005
3941,478,2636.6450930924702
3941,1469,262.38810970211864
3941,4193,145.64527351904616
3941,1353,1688.4696976267583
3941,346,1517.6783470548296
3941,1524,1520.349721959768
3941,1418,2316.5633229041205
3941,644,2635.016989076379
3941,1657,759.05710748822
3941,4195,144.93766260561077
3941,3752,8083.061185272153
3941,1587,1555.6295972425614
3941,1472,404.4834472444438
3941,1486,299.2347725672318
3941,1482,124.02039325892697
3941,1476,262.0797835406523
3941,1194,531.2427919669253
3941,3973,1837.1813009637879
3941,1190,529.2665240555431
3941,1590,1193.6798531355153
3941,351,1823.0802376611555
3941,1613,1278.894647042945
3941,679,1599.0641806330104
3941,1488,269.4921268713443
2179,3941,3263.0887652482947
1446,3941,367.76440682354985
1218,3941,1904.507718887607
1739,3941,822.936231195399
1264,1452,2428.486900991706
302,3941,2101.4321469828296
302,1452,2395.4347536913765
1489,3941,1123.2295239969249
1128,3941,1107.1771556123354
1382,3941,2108.6522877807565
1382,1452,2389.844459287264
1382,1472,2494.5244620496205
1382,1486,1859.6857408917022
1460,3941,395.58991434386417
1460,4029,2203.385089445183
1474,3941,268.0148766055581
1474,1486,564.1522802266162
609,1486,1840.914536739888
4029,3941,2206.3037095657796
4029,1460,2203.385089445183
4029,1452,2434.027522877948
4029,1458,2225.480734172884
4029,1472,2240.383069443831
4029,1486,1985.18186005051
345,3941,2003.424769350407
345,1452,2302.81867734676
345,1456,1986.887724640806
345,1486,1726.6366442596022
1455,3941,302.3298582660325
1555,3941,1086.282164052998
340,3941,1815.6380986749753
340,1452,2114.392206982374
340,1486,1540.6067407003047
1665,3941,1731.2861242598267
1665,1636,1308.609332731167
352,1486,1667.006298246801
3410,3941,941.538786349642
1452,3941,309.06864048046543
1452,1264,2428.486900991706
1452,302,2395.4347536913765
1452,1382,2389.844459287264
1452,4029,2434.027522877948
1452,345,2302.81867734676
1452,340,2114.392206982374
1452,2948,2744.610064191211
1452,1353,1930.333972750815
1452,346,1817.817353098513
1452,1472,287.3822151029797
1452,1486,607.6517325318016
1452,1590,970.8658741844463
1452,351,2131.953321473839
1452,1613,1587.297300059063
2944,3941,1478.6642737009072
1451,3941,333.82313566914394
1701,3941,537.5496746640442
4191,3941,212.9386532788418
1450,3941,197.31040687447444
4192,3941,285.7434681236437
4192,1458,23.193709501799194
4192,1464,27.60603521341362
1468,3941,135.50639651139826
4194,3941,157.51788760222112
1480,1461,76.84179288769023
1475,3941,143.18441256445237
5787,3941,105.38274471760336
1479,3941,218.42160617793647
4190,3941,262.76055482804884
4190,1464,77.14336344308194
1458,3941,305.7819845069692
1458,4029,2225.480734172884
1458,4192,23.193709501799194
1458,1472,98.7015902517695
1454,3941,202.29042298447754
1456,737,2528.30090798948
1456,345,1986.887724640806
1456,346,1505.233805966062
1461,1459,21.384907489468713
1461,1480,76.84179288769023
1462,3941,336.04722861846705
4196,1472,136.76828418303103
1197,3941,930.2180895692843
1197,1486,1126.8002115746472
2948,3941,2472.0497528112755
2948,1452,2744.610064191211
2948,1472,2606.07573188622
2948,1486,2202.793088710466
507,3941,2426.7664261240566
1464,3941,265.21861674198414
1464,4192,27.60603521341362
1464,4190,77.14336344308194
1465,3941,246.96250391451525
1335,3941,1780.4788609057255
1229,3941,2377.132784838005
478,3941,2636.6450930924702
1469,3941,262.38810970211864
1469,1486,349.99603490972817
4193,3941,145.64527351904616
1353,3941,1688.4696976267583
1353,1452,1930.333972750815
346,3941,1517.6783470548296
346,1452,1817.817353098513
346,1456,1505.233805966062
346,1486,1241.5400623507908
1524,3941,1520.349721959768
1418,3941,2316.5633229041205
347,1486,1364.6326759420572
644,3941,2635.016989076379
1657,3941,759.05710748822
4195,3941,144.93766260561077
3752,3941,8083.061185272153
1587,3941,1555.6295972425614
1472,1459,138.34981803272672
1472,3941,404.4834472444438
1472,1382,2494.5244620496205
1472,4029,2240.383069443831
1472,1452,287.3822151029797
1472,1458,98.7015902517695
1472,4196,136.76828418303103
1472,2948,2606.07573188622
1472,1486,638.2460155252533
1486,737,2156.223758065564
1486,3941,299.2347725672318
1486,1382,1859.6857408917022
1486,1474,564.1522802266162
1486,609,1840.914536739888
1486,4029,1985.18186005051
1486,345,1726.6366442596022
1486,340,1540.6067407003047
1486,352,1667.006298246801
1486,1452,607.6517325318016
1486,1197,1126.8002115746472
1486,2948,2202.793088710466
1486,1469,349.99603490972817
1486,346,1241.5400623507908
1486,347,1364.6326759420572
1486,1472,638.2460155252533
1486,350,1414.0073772439732
1482,3941,124.02039325892697
1476,3941,262.0797835406523
1194,3941,531.2427919669253
350,1486,1414.0073772439732
3973,3941,1837.1813009637879
1190,3941,529.2665240555431
1590,3941,1193.6798531355153
1590,1452,970.8658741844463
351,3941,1823.0802376611555
351,1452,2131.953321473839
1613,3941,1278.894647042945
1613,1452,1587.297300059063
679,3941,1599.0641806330104
1678,1638,1723.491524011228
1488,3941,269.4921268713443
2772,4247,464.10360437273266
2772,2768,117.38622223713445
2759,2769,319.09837991987195
2761,2769,593.1980903525382
6056,2769,446.9781843991917
2762,2764,426.15668454210953
2762,4247,552.5891356355556
2762,2769,397.97660546960003
2764,2762,426.15668454210953
6058,2769,440.50993743621206
4247,2772,464.10360437273266
4247,2762,552.5891356355556
4247,2769,381.4191863668119
2769,2759,319.09837991987195
2769,2761,593.1980903525382
2769,6056,446.9781843991917
2769,2762,397.97660546960003
2769,6058,440.50993743621206
2769,4247,381.4191863668119
2768,2772,117.38622223713445
1262,1285,152.5475242172265
1262,1386,523.9830190831443
1324,1278,793.5157854934467
1324,1285,561.8934887985043
1324,1268,851.7336365284523
580,1330,734.4066030490673
580,1435,465.67352487597583
1344,1386,426.10386521630517
1403,1335,779.6534740381396
1403,1354,1042.2396493575814
1321,1399,1015.2905381823751
1280,1665,676.0257512303431
1280,1399,862.6958013574898
1280,1335,580.3478763306654
1280,1354,704.7630373204078
1538,1335,504.4818851483303
1264,1555,1099.4138039055524
1264,1399,698.0878775414609
1264,1335,464.2943028674495
1264,1354,644.7738936076865
1264,1418,267.6020042045367
1264,1435,757.8288211673897
302,1335,577.2112799356375
302,1418,608.8862390829654
1278,1324,793.5157854934467
1278,1386,264.02006355777667
1330,580,734.4066030490673
1330,1335,148.48486362601255
1330,1354,397.6893506265739
1412,1335,565.3703020998864
1412,1354,848.5158651583066
1412,1386,212.58077989523812
1322,1418,967.1873109156683
1285,1262,152.5475242172265
1285,1324,561.8934887985043
1285,1386,574.5897327130231
345,1418,761.9261367421905
1320,1335,372.6740980052393
1320,1354,596.5704019232337
1555,1264,1099.4138039055524
1555,1335,721.2659900873712
1555,1435,831.4760695410075
1563,1335,528.1124910536005
1323,1399,1108.530576761384
1323,1418,1057.039747527385
687,1335,1415.1631924189348
1665,1280,676.0257512303431
1416,1386,428.98256936320985
1276,1386,643.4476072122502
1399,1321,1015.2905381823751
1399,1280,862.6958013574898
1399,1264,698.0878775414609
1399,1323,1108.530576761384
1399,1335,557.8577753737771
1399,1359,779.7464343326016
1399,1418,511.54910202354904
1399,1435,397.42182946474736
1399,1273,781.9457551575232
6493,1386,390.1420925867069
6493,1268,123.83610765336789
